customer_id,customer_number,first_name,last_name,email,phone,date_of_birth,ssn_hash,address,city,state,postal_code,country,kyc_status,credit_score,created_at,is_active
105,CUST000105,Mary,Wilson,mary.wilson105@example.com,555-643-2495,1998-05-20,139eb3c7085b98cea4b50bdcb196230832706dce7aa183e95a067e40599cb0ae,7053 Pine St,Columbus,NY,13849,USA,VERIFIED,589,2020-01-05T00:54:42,true
106,CUST000106,William,Johnson,william.johnson106@example.com,555-865-3381,1991-02-27,972211392727405a93054da7852e0fbc77bd43f3537559eb8fcd4fed1e45a866,9525 High St,Houston,NC,71806,USA,VERIFIED,758,2021-05-29T09:26:22,true
107,CUST000107,James,Anderson,james.anderson107@example.com,555-190-5240,1951-10-04,69ae4e493890e380c45ed22021190a62e2ce4a713fe8c267214e21cdb2a88234,6044 Main St,Detroit,TX,48560,USA,VERIFIED,612,2020-04-17T05:41:53,true
108,CUST000108,Susan,Wilson,susan.wilson108@example.com,555-174-7396,2001-12-10,33162dd7a7d63a440b424bd9a31f0167337c5ed3a879392361da099d62309756,7001 High St,Philadelphia,PA,81479,USA,VERIFIED,729,2021-05-23T04:42:44,true
109,CUST000109,Barbara,Lopez,barbara.lopez109@example.com,555-735-8732,1951-02-18,e403f1e9ad88b18b25d1ca5ce994c62595256727d9c94309a04d1e6f50978bc0,6851 Cedar Rd,Houston,OH,92425,USA,VERIFIED,658,2021-04-16T11:52:15,true
110,CUST000110,Jennifer,Johnson,jennifer.johnson110@example.com,555-501-5013,1975-10-11,5227dd4039d46e471258c524cc579f32ce8b553e7218501c50255c5ed3fbbebd,895 Pine St,Charlotte,NY,42145,USA,VERIFIED,736,2022-07-31T01:11:13,true
111,CUST000111,Jennifer,Gonzalez,jennifer.gonzalez111@example.com,555-262-6896,1997-05-20,3081645a6a14042f46f66d18457d00dd9ef70ca0d4c2a01aac19c8917e8ab8ab,5897 Main St,Los Angeles,NC,44110,USA,VERIFIED,756,2021-12-17T19:10:17,true
112,CUST000112,Richard,Martinez,richard.martinez112@example.com,555-114-7093,1973-10-08,64ef1729c5ef2dfe953b0a6db025f8e097d902fefa9b134f77c5bedb1a272cc5,8861 Pine St,Houston,MI,38347,USA,VERIFIED,850,2021-03-26T03:25:40,true
113,CUST000113,Patricia,Gonzalez,patricia.gonzalez113@example.com,555-186-3901,1983-01-30,485bdcd56b267de2ff6c4d5b44f3fff261c427a84fa7a35992a39959765a3842,2033 Maple Ave,Detroit,CA,64199,USA,VERIFIED,676,2022-05-04T07:36:44,true
114,CUST000114,David,Hernandez,david.hernandez114@example.com,555-424-8764,1998-08-12,580bd6c4e3580102233292936d13688b8f7db9c2898326a14df8dc7c4cd88fee,1165 Washington Blvd,Miami,NY,89720,USA,VERIFIED,835,2022-11-11T01:59:33,true
115,CUST000115,Patricia,Anderson,patricia.anderson115@example.com,555-752-4439,1959-02-11,16076f22b669944e24fc8ffb6c01c57a1be20d4358e9dd3e329cff4edc2cab40,6278 Cedar Rd,Philadelphia,GA,46035,USA,VERIFIED,744,2021-12-12T20:27:04,true
116,CUST000116,Jessica,Garcia,jessica.garcia116@example.com,555-653-6599,1950-07-06,a17e9c60ea41329dca2337cd06d98b4903dc3833044dcf013844a8c4c6fd10a7,4814 Washington Blvd,Charlotte,MI,43619,USA,VERIFIED,838,2021-03-26T11:14:55,true
117,CUST000117,Elizabeth,Davis,elizabeth.davis117@example.com,555-232-9120,1972-10-27,88c5e57295e675373ffeaa76684e7ae4b319379a5bb10f46fc3e57a85ab66e44,7098 Pine St,Charlotte,FL,37463,USA,VERIFIED,673,2022-02-07T03:56:02,true
118,CUST000118,Robert,Thomas,robert.thomas118@example.com,555-495-8426,1993-02-10,822eba4587a8136aff173a65e5e66e757f56e65622849378af402185d67f226e,3198 Elm St,New York,FL,90678,USA,VERIFIED,846,2022-06-15T09:36:46,true
119,CUST000119,James,Williams,james.williams119@example.com,555-103-7032,1982-09-24,16bd9d581d066b4179773d076dc8f95bc875270c5da1744ad818946585f8e5fe,1489 Maple Ave,Philadelphia,TX,40097,USA,VERIFIED,671,2021-10-14T02:53:23,true
120,CUST000120,Karen,Gonzalez,karen.gonzalez120@example.com,555-238-8116,1988-01-25,411db7efdef3361884adcbfada878d49fe896aa022b80d8f4b85bce7fa849e84,9229 Oak Ln,Columbus,NC,77822,USA,VERIFIED,742,2022-12-13T02:39:38,true
121,CUST000121,Joseph,Jackson,joseph.jackson121@example.com,555-962-4087,1970-10-02,9bb204ff2d80234d6864463344df92de948a5f1ef5fa52eba5e1b588fda62ba8,6900 Main St,Los Angeles,TX,73989,USA,VERIFIED,651,2022-10-19T02:36:10,true
122,CUST000122,Joseph,Miller,joseph.miller122@example.com,555-183-8864,1982-10-25,9a537ec41765f37bdd1b209369215a870f258c269a8f9411f11bee6eb808c173,8611 Washington Blvd,Houston,TX,31713,USA,VERIFIED,688,2020-09-11T16:07:25,true
123,CUST000123,Joseph,Anderson,joseph.anderson123@example.com,555-670-8901,2004-10-04,1a85185a49111cacf732322a98f8771b832f32e3728b8c73552926e01bc10809,7510 Park Ave,Atlanta,OH,39112,USA,VERIFIED,738,2020-08-15T17:45:50,true
124,CUST000124,William,Jackson,william.jackson124@example.com,555-319-1945,1977-03-01,f63463bca2d36fb31f875733170886aa07bc073899728d9425ab97c46c342d56,2064 Main St,Los Angeles,FL,58222,USA,VERIFIED,625,2021-04-03T06:09:45,true
125,CUST000125,Sarah,Miller,sarah.miller125@example.com,555-431-1512,1997-07-27,57678d9215addd950d42cb0917821ada642ec63c7dce96921dc413e427ff927f,9845 Washington Blvd,Columbus,MI,52261,USA,VERIFIED,823,2020-06-28T06:13:56,true
126,CUST000126,John,Hernandez,john.hernandez126@example.com,555-590-9805,1964-08-18,374ab3f5b10962a0fbe7d5ec6933b93255b078fd05c748080020fc6661528f57,5046 Pine St,New York,GA,21646,USA,VERIFIED,644,2021-01-12T12:59:50,true
127,CUST000127,Jessica,Martin,jessica.martin127@example.com,555-659-8259,1950-09-14,45d49f2dd2eb2ea24dfea59414aac142811d3d944fcf5bbf9fed888f9b1bb6c3,3015 Pine St,Houston,TX,87704,USA,VERIFIED,699,2021-05-06T02:46:51,true
128,CUST000128,Joseph,Gonzalez,joseph.gonzalez128@example.com,555-457-8170,1964-04-29,22d765c41704dd7f1726c7ecf9053c4315f94b17f4dd595c5226324194b16545,4781 Pine St,New York,IL,74295,USA,VERIFIED,657,2020-03-02T04:04:26,true
129,CUST000129,Jennifer,Rodriguez,jennifer.rodriguez129@example.com,555-433-9901,1952-09-04,18be2d76952ad0cb93180b50503815ca3862422f6b38e26c65da98584794e663,3523 Park Ave,Miami,OH,61710,USA,VERIFIED,614,2022-12-14T09:47:31,true
130,CUST000130,David,Rodriguez,david.rodriguez130@example.com,555-573-8956,1954-07-09,6ff6782cf66b744e9f2395d471653b2063b500fa2a9e0c25f66fe712b09f1392,227 Cedar Rd,Los Angeles,OH,23198,USA,VERIFIED,638,2020-07-10T08:09:53,true
131,CUST000131,Michael,Hernandez,michael.hernandez131@example.com,555-384-6019,1955-06-12,1be0c5868ec569fe30ce470ac86b9b7e448ca6a9c1c79077fe75e2acedd0971f,9634 Pine St,Chicago,TX,25694,USA,VERIFIED,605,2020-03-16T10:20:41,true
132,CUST000132,Charles,Thomas,charles.thomas132@example.com,555-574-3691,1964-06-12,e550df03f0009828199b736e5b30ecbfcc658713e31158a4a9a7d97c526ae7d1,363 Park Ave,Philadelphia,NY,27355,USA,VERIFIED,841,2022-08-30T18:54:44,true
133,CUST000133,Robert,Lopez,robert.lopez133@example.com,555-772-9455,1980-10-07,32e6433b2014763e8ce1a226f12ad5f9830cf34e257ddb901d83d66c5e4509a7,6495 Cedar Rd,Detroit,NC,93862,USA,VERIFIED,728,2020-09-16T11:08:42,true
134,CUST000134,Karen,Taylor,karen.taylor134@example.com,555-367-1485,1982-06-20,2506ba7aa3dcd806588df99d39627a30aa53a230f62a11e15b4f627d4765c399,3928 Oak Ln,New York,MI,54080,USA,VERIFIED,596,2020-03-15T20:46:16,true
135,CUST000135,David,Jones,david.jones135@example.com,555-586-4772,1963-07-26,d5bf7920715b22c6ee9e4d1f8a20467be8c9eb38260b476e0343c9dd03612864,5901 Main St,Los Angeles,CA,46781,USA,VERIFIED,817,2021-10-28T21:30:47,true
136,CUST000136,Jessica,Williams,jessica.williams136@example.com,555-590-8681,2004-11-20,89876f9dcc14b531b0de69ecee1b30aefbdeeef0df3d9bedecc95fea319346ce,8873 Washington Blvd,Detroit,CA,59221,USA,VERIFIED,778,2022-03-07T19:37:30,true
137,CUST000137,Mary,Williams,mary.williams137@example.com,555-667-3942,1984-12-15,1eeb1a19fe9ca4961c487ec1282bbf3632771143e9b9e84dcde10dfea3b2f717,7508 Main St,Columbus,IL,10350,USA,VERIFIED,616,2022-05-07T13:56:53,true
138,CUST000138,Patricia,Lopez,patricia.lopez138@example.com,555-796-1682,1988-10-22,4b37ee656400781407fc9bef0e51dc51fab8d1d4ee846a702bdec9607c6507f6,6237 Pine St,Charlotte,NY,90160,USA,VERIFIED,636,2021-06-02T06:14:08,true
139,CUST000139,Elizabeth,Garcia,elizabeth.garcia139@example.com,555-313-5777,1981-04-11,fec130bbd962f24b82e2e2cabc2b62ffadc3a75b5c9c698c9cb77aebef3b8dc3,393 Main St,Charlotte,GA,42799,USA,VERIFIED,837,2020-01-28T07:20:25,true
140,CUST000140,Michael,Davis,michael.davis140@example.com,555-191-5967,1974-06-20,07fb164a95c6edf74de187223d1f0217a193b2d17dd3ecf5853c7d4e1f45be3a,858 Maple Ave,Miami,OH,73626,USA,VERIFIED,676,2021-07-22T19:12:03,true
141,CUST000141,Linda,Brown,linda.brown141@example.com,555-598-3037,2001-03-29,6da2e03a48edd13245f1d111fee4595e12590d6b25f41f7ce9f4d8a1c2c0cab7,1458 Pine St,Houston,FL,31800,USA,VERIFIED,775,2020-03-29T00:50:40,true
142,CUST000142,Linda,Miller,linda.miller142@example.com,555-645-1772,1988-08-01,1be3496c08ca32092e5f9c9de20b1f2534d759e35ee0acae57a33b274b8d4e36,5564 Oak Ln,Miami,CA,60689,USA,VERIFIED,601,2022-07-15T21:10:31,true
143,CUST000143,Susan,Taylor,susan.taylor143@example.com,555-860-8549,2004-02-17,a6f6af2c8b239e6dd28f2e991316cdd9bd8208cc5a559b8e4576ab9518cd9562,1682 Cedar Rd,Los Angeles,IL,69027,USA,VERIFIED,774,2022-06-27T04:38:15,true
144,CUST000144,Joseph,Martin,joseph.martin144@example.com,555-180-8642,2002-10-25,8384cfbbf279c09f40b65b416410fd0cccdd80897284fc4e032fea811dad5b07,3407 Oak Ln,Columbus,PA,46101,USA,VERIFIED,744,2020-08-19T04:50:28,true
145,CUST000145,Charles,Jones,charles.jones145@example.com,555-130-2278,1964-06-06,7d413b6d682af0909c528f740c95d24d1391c78700510584ccadcc013fe27255,1655 Cedar Rd,New York,PA,57221,USA,VERIFIED,751,2020-06-21T18:59:34,true
146,CUST000146,John,Rodriguez,john.rodriguez146@example.com,555-334-3919,1984-09-07,d0551c8290231b041a503c9fbe24b69e1104dce70b2430ceddf97e092eb6a18e,3067 Cedar Rd,Detroit,NC,98075,USA,VERIFIED,819,2022-03-05T03:05:55,true
147,CUST000147,Robert,Johnson,robert.johnson147@example.com,555-276-1410,1985-06-20,2990e45b70274f4ab14a4a84aa250947fa1ca5a8a255858a9173b1ebb68f1d76,7911 Cedar Rd,Chicago,PA,79358,USA,VERIFIED,827,2021-08-16T14:00:41,true
148,CUST000148,Barbara,Brown,barbara.brown148@example.com,555-174-8136,1954-08-30,b7625a8cb6bdbd7cfa85aab9d84c82ac21a33f90acd572555fcd077861bb3571,2315 Cedar Rd,Atlanta,IL,17036,USA,VERIFIED,729,2021-03-11T21:14:45,true
149,CUST000149,Linda,Anderson,linda.anderson149@example.com,555-935-7468,2002-08-01,a4ae0e8c1ee491453ac5434efb4c3cacac0f0f1393fffc7e23c48a6558966b28,556 Oak Ln,Columbus,IL,14968,USA,VERIFIED,771,2020-04-04T18:51:26,true
150,CUST000150,Karen,Taylor,karen.taylor150@example.com,555-137-2116,1984-10-13,9909d3a40cf1debcc9b354c81d3b6fea27f91f8a686a47ce462c70264f29bf17,3405 High St,New York,NC,18793,USA,VERIFIED,837,2021-04-08T14:03:36,true
151,CUST000151,Michael,Lopez,michael.lopez151@example.com,555-603-9827,1988-05-24,b43cb9859b0b183799ebf8392f60c39c91bd5d2018eccfee530e5a0787356c73,5996 Washington Blvd,Atlanta,PA,70382,USA,VERIFIED,588,2022-09-19T01:05:31,true
152,CUST000152,Robert,Taylor,robert.taylor152@example.com,555-599-3966,1987-01-19,899fd8bfc9116ef26599435d47395749ca96f187f83f36b0af7fd1514e322575,2891 Main St,Philadelphia,OH,57355,USA,VERIFIED,718,2022-09-04T15:21:44,true
153,CUST000153,Robert,Jackson,robert.jackson153@example.com,555-922-8991,1951-02-14,24022b5ffc369480559b7340872810de2bdb450c9fe9d84e108f75295f23b215,9768 Pine St,New York,NC,31926,USA,VERIFIED,784,2022-01-11T12:00:47,true
154,CUST000154,Richard,Wilson,richard.wilson154@example.com,555-866-7323,1973-08-04,e3a499a0087a9bc2e21d97a7ff240af04033333080e06178b9e32017a5baa556,8721 Washington Blvd,Columbus,GA,94900,USA,VERIFIED,724,2021-04-28T13:50:15,true
155,CUST000155,Michael,Miller,michael.miller155@example.com,555-154-3806,1963-08-23,b86251c1acfa0a8d584a138ac21f9d65d490076f10820fd26a8b10af3ec60e64,8136 Broad St,Philadelphia,MI,89856,USA,VERIFIED,688,2021-11-01T02:23:21,true
156,CUST000156,Linda,Davis,linda.davis156@example.com,555-762-3809,1959-03-11,e6ba345ade03fe7728bf0864705d8f9fdf8df27bbe1b878c452823979341b4b1,2796 Cedar Rd,Houston,GA,39155,USA,VERIFIED,798,2020-12-27T23:49:55,true
157,CUST000157,Thomas,Garcia,thomas.garcia157@example.com,555-651-7456,1972-05-10,152d4219c363942fdf64668ada9055510473870f716a33777f1683582c6c953f,5920 Maple Ave,New York,CA,61381,USA,VERIFIED,822,2020-01-16T00:10:19,true
158,CUST000158,Barbara,Hernandez,barbara.hernandez158@example.com,555-428-3614,1972-09-02,3498b0a2816b9ab3c5ebb589794987b79e779b4a5c21c8a45132b6259c7a328d,6709 Main St,Columbus,MI,16375,USA,VERIFIED,791,2022-07-26T21:39:37,true
159,CUST000159,Jessica,Lopez,jessica.lopez159@example.com,555-665-7577,1951-08-10,c4f73c95ab007e0a5ef236f24d68c38e64c00b66ffb8e6f15c4ae59a842b1e03,306 Pine St,Columbus,GA,64499,USA,VERIFIED,634,2022-05-24T23:24:56,true
160,CUST000160,Charles,Gonzalez,charles.gonzalez160@example.com,555-572-4534,1995-02-04,38ce66003dbe88e2995781a81abd84310cd67f88b453a707de2575a6dd3b90ef,3767 Main St,Atlanta,GA,13194,USA,VERIFIED,759,2021-08-23T11:30:37,true
161,CUST000161,Karen,Davis,karen.davis161@example.com,555-378-8607,2001-10-10,c5dec609164e3b175b18deafec83d3b31a957bb82894a86135cd480fc8f6a447,6746 Main St,Columbus,MI,78640,USA,VERIFIED,694,2022-06-27T12:57:51,true
162,CUST000162,Barbara,Anderson,barbara.anderson162@example.com,555-993-7838,1984-10-28,54a326c7364323f1813648e75f2b7d6d631d9004f090eebde1ee57d5a02d3167,2540 Elm St,Atlanta,CA,93240,USA,VERIFIED,797,2022-01-14T07:08:37,true
163,CUST000163,Joseph,Miller,joseph.miller163@example.com,555-682-7165,1965-07-02,5d46487e60315024806d8b8166699d7a7492c1562f5cadd2484187cd9a761ebd,7746 High St,Chicago,GA,79785,USA,VERIFIED,648,2022-07-23T19:04:41,true
164,CUST000164,Charles,Smith,charles.smith164@example.com,555-741-8612,1987-08-06,4b8779c66a3731b1d1a8839ebe9b4db4fd4216132314415322f5d8f06e182568,5888 Washington Blvd,Houston,OH,61546,USA,VERIFIED,727,2021-07-01T07:40:05,true
165,CUST000165,William,Johnson,william.johnson165@example.com,555-986-8787,1967-07-13,b1ffb966cf7e57d9bc5b945afe50eb8f0168cd7f67ca71532f0ff453e5698eb9,1671 Pine St,Atlanta,MI,84304,USA,VERIFIED,725,2020-08-10T21:27:04,true
166,CUST000166,Thomas,Thomas,thomas.thomas166@example.com,555-576-8632,1997-04-09,4b22931098061db5889d089c6f8254224dddd56d0683598dde65b91b4d42028a,2395 Elm St,Houston,MI,65649,USA,VERIFIED,732,2022-06-02T05:47:41,true
167,CUST000167,Patricia,Martinez,patricia.martinez167@example.com,555-861-4069,1966-08-20,84ad14366fb35f375427e0120148519e8f324890d7cbb2557a5ca9a93036f4ad,9319 High St,Miami,NY,71527,USA,VERIFIED,657,2021-04-30T10:44:27,true
168,CUST000168,David,Lopez,david.lopez168@example.com,555-620-9244,1966-05-22,360eb3a373381f3bcd24781559cc31d0c45e11c300364e7995ef8839e6b3c1de,7528 Maple Ave,Charlotte,NY,72901,USA,VERIFIED,591,2022-09-26T16:33:11,true
169,CUST000169,John,Jones,john.jones169@example.com,555-337-7198,1959-06-11,41e04ab4a4953039390c07e33526baa99df27d2c9b54900b29ccab9b5174a134,4019 Park Ave,New York,PA,99020,USA,VERIFIED,634,2021-11-23T12:45:14,true
170,CUST000170,Elizabeth,Brown,elizabeth.brown170@example.com,555-365-3003,1993-06-22,3530a88ba11ac32a5bee1831b8481b8270149096f76391b2b27245cb9bc1c89a,3450 Oak Ln,Philadelphia,TX,34661,USA,VERIFIED,587,2022-12-30T15:13:34,true
171,CUST000171,Patricia,Rodriguez,patricia.rodriguez171@example.com,555-540-7191,1991-01-07,1735961c403f6c4201cdef9d00b0edb35d18b2c4cacfdf0e6f503861043069bb,9781 Pine St,New York,OH,14736,USA,VERIFIED,768,2021-03-12T15:50:40,true
172,CUST000172,Michael,Moore,michael.moore172@example.com,555-205-9634,2003-11-18,0f2a161962bdfa23e9ae3726e523f8bb7a5d801a8a156f158612da2412fc2655,8643 Park Ave,Los Angeles,OH,10136,USA,VERIFIED,828,2020-03-09T11:17:44,true
173,CUST000173,James,Davis,james.davis173@example.com,555-516-7859,1993-12-22,e10fd57ee118f4de2ee9ca52472675cb10481900676a4d3bb4548403a67210ce,3376 Pine St,Miami,NC,63238,USA,VERIFIED,690,2021-12-31T00:19:31,true
174,CUST000174,Robert,Davis,robert.davis174@example.com,555-603-7151,1982-02-18,f43296138df253fb6c3213d3a5cd477541caad4767fc331b296e1bc1611c7877,2241 Main St,Miami,GA,18522,USA,VERIFIED,613,2022-11-15T14:35:11,true
175,CUST000175,Thomas,Williams,thomas.williams175@example.com,555-922-9068,1995-11-11,0ffad1d85b9bb2968efadf4bf8f2ea069b75af0bf88ee0bfb9e90a5e31667b44,5492 Pine St,Los Angeles,TX,55810,USA,VERIFIED,664,2020-05-09T23:55:46,true
176,CUST000176,Elizabeth,Smith,elizabeth.smith176@example.com,555-407-1525,1983-09-17,71817fb47d608b2d5e81d2b65322916885fb23587449e77e1b4d04736d6f1321,2435 Maple Ave,Chicago,OH,14459,USA,VERIFIED,762,2022-06-15T10:50:38,true
177,CUST000177,Barbara,Wilson,barbara.wilson177@example.com,555-166-7323,1990-10-25,886362a275cf6615c898e32df1180f140c2546c4cfe51efc3e75defb505fa2ad,8594 Broad St,Chicago,OH,92668,USA,VERIFIED,682,2020-09-24T23:54:03,true
178,CUST000178,Robert,Anderson,robert.anderson178@example.com,555-822-2731,1966-12-31,373e3533c8e5695039c7dbf61063a5cd74adab50400d39ba845de19e5aa9275c,5617 Cedar Rd,New York,IL,70818,USA,VERIFIED,773,2021-03-01T23:24:18,true
179,CUST000179,Thomas,Garcia,thomas.garcia179@example.com,555-268-1467,1984-12-10,9f74fd64ea9e6ca09779719f4c0bf386b64ccfb79acf7de5f5549b9560caead2,314 Park Ave,New York,GA,89493,USA,VERIFIED,644,2022-12-28T11:07:53,true
180,CUST000180,Charles,Lopez,charles.lopez180@example.com,555-334-6273,1953-11-22,d5db4513965fee82bd938ec87efd852a34f6537adee2f01d56331ac7b92efb9f,1478 Cedar Rd,Charlotte,CA,67876,USA,VERIFIED,787,2022-11-11T19:30:37,true
181,CUST000181,David,Thomas,david.thomas181@example.com,555-409-1068,1974-10-03,96dda45040441ba6c0508c6efd88717f89e45282792a56a539d639bd6a76ceba,8324 Maple Ave,Detroit,NC,39268,USA,VERIFIED,842,2021-12-19T07:55:40,true
182,CUST000182,Robert,Jackson,robert.jackson182@example.com,555-914-9703,1970-06-05,296c853ca5cdadebc6d36fbf1e4f865b589cfb5a37b3eb805ee11695015e26aa,8298 Broad St,Los Angeles,IL,14081,USA,VERIFIED,760,2021-06-24T06:07:11,true
183,CUST000183,John,Jackson,john.jackson183@example.com,555-402-9388,1969-03-16,e4a59415305259e39ed03d9c37984fa168ff00ddfa33529875ebbb63049c1801,7581 Main St,Houston,IL,74596,USA,VERIFIED,765,2022-12-25T11:03:17,true
184,CUST000184,Elizabeth,Johnson,elizabeth.johnson184@example.com,555-709-4506,1985-04-13,e3ead371373e65f1af0774d03af0b6fd1e5e2bcba7015caf57106162567637ab,1238 Maple Ave,Detroit,FL,69668,USA,VERIFIED,814,2021-04-05T17:06:41,true
185,CUST000185,Michael,Hernandez,michael.hernandez185@example.com,555-146-3274,1991-03-02,186640c43f2563d94c15a7ca0dc259bb1400b468dea414f2c92c1e458d2e0bd8,3957 Cedar Rd,Atlanta,TX,73153,USA,VERIFIED,581,2020-06-26T04:48:09,true
186,CUST000186,Joseph,Brown,joseph.brown186@example.com,555-213-6174,1956-09-09,f05ea6efae81bd2cebd8410df86c0a713a75d66634349f7a0ba2696f55e68771,8662 Elm St,Chicago,GA,26401,USA,VERIFIED,807,2020-05-21T10:05:29,true
187,CUST000187,Richard,Gonzalez,richard.gonzalez187@example.com,555-810-5238,1990-09-26,09a188e15164f16b335f2b96b892cb13365a0ad1e20b216e406294aef01af952,471 Main St,Charlotte,PA,42888,USA,VERIFIED,611,2021-01-20T20:12:54,true
188,CUST000188,Karen,Hernandez,karen.hernandez188@example.com,555-104-7301,1990-08-26,6f58eaff65ab59fbab581cf861119e0819011d2277d79953832fa7fbfad6b93d,4025 Elm St,Detroit,MI,21134,USA,VERIFIED,766,2021-12-26T20:21:55,true
189,CUST000189,Robert,Hernandez,robert.hernandez189@example.com,555-391-7024,1977-04-07,a78860c7dca0297ca5cebaed822794f92ebb09d5e21e948db6430527cd029479,8890 Cedar Rd,Houston,FL,23839,USA,VERIFIED,654,2022-02-18T05:08:38,true
190,CUST000190,Jennifer,Smith,jennifer.smith190@example.com,555-265-8420,1970-02-24,957dc2ba8d4caf545e98cff83f017757f6fe51009b129b638107c89409b6189f,7265 Pine St,Los Angeles,PA,26104,USA,VERIFIED,636,2021-09-22T21:32:34,true
191,CUST000191,Susan,Brown,susan.brown191@example.com,555-617-3078,1979-01-28,9e775e3a2161bc7b2cccd8b4e09d854508e310cc157c5dd5555a9ded03893888,9071 Cedar Rd,Houston,FL,10711,USA,VERIFIED,674,2021-04-11T05:15:17,true
192,CUST000192,Patricia,Wilson,patricia.wilson192@example.com,555-752-6659,1975-10-11,d5777721521f4ac938363e4f38cd6ffeb02fc891da6714804c201142feb8f4e0,9158 Oak Ln,Charlotte,CA,67347,USA,VERIFIED,769,2022-10-10T15:27:55,true
193,CUST000193,John,Johnson,john.johnson193@example.com,555-182-3135,1967-03-07,facc3384c4b3bbabf13d4290e204245fbf7b0577059067c87184ac536edbd79f,1146 Main St,Columbus,FL,65998,USA,VERIFIED,625,2021-09-22T01:39:08,true
194,CUST000194,Elizabeth,Anderson,elizabeth.anderson194@example.com,555-947-3856,2004-10-01,23a384411e3d217a953d6138639cdd931889f3d46bb088cac9218a88c8ebdaa1,7597 Cedar Rd,Philadelphia,PA,96632,USA,VERIFIED,762,2020-04-21T03:10:39,true
195,CUST000195,Michael,Gonzalez,michael.gonzalez195@example.com,555-537-1875,1983-02-28,ea2f726f468d53537537e45b6b35215b924ae55822db888c223c576293cb0926,4182 High St,Miami,IL,94177,USA,VERIFIED,775,2020-07-22T04:05:28,true
196,CUST000196,John,Martin,john.martin196@example.com,555-384-4908,1997-09-24,d9b173d3d32eb32a5dbfa59975d2538573f0e4f797747b53f5a43167b214f42b,9136 Broad St,Philadelphia,GA,45565,USA,VERIFIED,670,2022-12-02T12:58:59,true
197,CUST000197,Robert,Martin,robert.martin197@example.com,555-301-4303,1997-04-21,44cddd158147901f8f85ae5f67a3cba77fb93c69797a4d81ae83b300a7a9a81a,7904 Elm St,Philadelphia,NC,63543,USA,VERIFIED,760,2021-03-16T06:31:51,true
198,CUST000198,Barbara,Brown,barbara.brown198@example.com,555-886-2329,2003-03-02,84c54228ba7bafd300ae6e091e66ce33497627a07fb376b22087bb042b98c65b,4371 Park Ave,Philadelphia,GA,58598,USA,VERIFIED,672,2022-06-13T14:25:06,true
199,CUST000199,Sarah,Hernandez,sarah.hernandez199@example.com,555-806-8358,1968-09-02,86458e483ae302e6101d80fd70f27422521b391f18c88cd0f4aa2c61b9638830,1725 Broad St,Detroit,CA,80352,USA,VERIFIED,676,2022-11-27T18:21:11,true
200,CUST000200,David,Johnson,david.johnson200@example.com,555-197-2861,1999-02-21,cd29edef152b3ea8057142ffb78e023482d96d8b9d8ae528e56c449a375fec16,6666 Pine St,Chicago,NY,68219,USA,VERIFIED,845,2020-05-30T18:00:10,true
