account_id,account_number,customer_id,branch_id,account_type,balance,interest_rate,overdraft_limit,status,opened_at,closed_at
254,3863867717452176,13,11,MONEY_MARKET,152166.58,0.0028,0.00,ACTIVE,2021-03-09T15:57:40,
255,6707825741949885,161,17,SAVINGS,21500.46,0.0236,0.00,ACTIVE,2020-11-17T21:03:32,
256,6537948370853208,166,1,CD,330278.71,0.0138,0.00,ACTIVE,2021-07-04T11:40:57,
257,6278541442677568,132,4,MONEY_MARKET,387542.45,0.0219,0.00,ACTIVE,2020-06-03T02:45:32,
258,8972185074543483,12,3,SAVINGS,286354.88,0.0458,0.00,ACTIVE,2021-11-15T01:54:46,
259,9964007472653525,181,18,CHECKING,144009.11,0.0079,3701.04,ACTIVE,2022-08-29T14:52:52,
260,9443221970215313,83,14,CD,161617.76,0.0140,0.00,ACTIVE,2020-12-03T23:51:26,
261,4926678679278395,49,4,CD,147194.91,0.0069,0.00,ACTIVE,2022-12-01T23:35:24,
262,2517421657462290,63,8,SAVINGS,161408.10,0.0429,0.00,ACTIVE,2022-10-15T00:46:23,
263,9318390840584426,48,10,BUSINESS,91599.56,0.0419,0.00,ACTIVE,2021-06-19T08:02:20,
264,8839716667039414,155,4,MONEY_MARKET,146577.63,0.0186,0.00,ACTIVE,2022-10-19T12:37:51,
265,1745752167180239,72,2,SAVINGS,389482.98,0.0090,0.00,ACTIVE,2020-01-17T04:00:53,
266,9349728359471710,91,17,MONEY_MARKET,425362.62,0.0353,0.00,ACTIVE,2021-04-18T14:37:05,
267,4076914828460769,75,14,CHECKING,100231.58,0.0303,1418.36,ACTIVE,2022-05-24T12:55:54,
268,5303201771107160,178,18,CHECKING,163604.65,0.0139,784.50,ACTIVE,2022-03-29T04:04:37,
269,7393136290541605,170,20,BUSINESS,37513.00,0.0406,0.00,ACTIVE,2020-01-26T22:30:09,
270,2083037762889984,189,3,SAVINGS,73146.03,0.0294,0.00,ACTIVE,2020-01-24T21:07:15,
271,7344575257278644,111,5,CD,486305.05,0.0203,0.00,ACTIVE,2021-01-19T10:47:31,
272,1820119427988120,167,17,BUSINESS,436684.87,0.0302,0.00,ACTIVE,2020-04-24T05:01:44,
273,4236052644199327,41,19,CHECKING,432417.88,0.0450,2154.85,ACTIVE,2022-03-13T17:34:29,
274,4076004522195700,164,10,SAVINGS,89155.94,0.0043,0.00,ACTIVE,2020-03-29T13:20:20,
275,7841390884120253,147,6,MONEY_MARKET,132537.07,0.0050,0.00,ACTIVE,2020-03-08T07:07:03,
276,1730154959520514,101,17,MONEY_MARKET,365384.86,0.0105,0.00,ACTIVE,2022-04-05T08:29:22,
277,3524719986611071,169,14,BUSINESS,431300.49,0.0310,0.00,ACTIVE,2022-11-02T03:31:28,
278,9884379348897336,197,14,CD,66432.81,0.0188,0.00,ACTIVE,2022-01-28T16:28:08,
279,1873875849830395,86,18,BUSINESS,147237.80,0.0494,0.00,ACTIVE,2020-01-30T03:50:25,
280,2126735711700691,175,12,CHECKING,179859.28,0.0419,422.58,ACTIVE,2022-06-21T17:18:27,
