customer_id,email,password_hash,first_name,last_name,phone,date_of_birth,loyalty_points,is_active,created_at,last_login
141,customer141@example.com,hash_a7c544726a534c0ab4d594bdb06ea787,FirstName141,LastName141,+1555000141,1974-04-23,81,TRUE,2025-03-15T11:16:05.818336,2025-12-22T08:24:48.818336
142,customer142@example.com,hash_e55a575406c54ebfa05e863f2616733a,FirstName142,LastName142,+1555000142,1960-06-27,1840,TRUE,2025-03-23T06:59:57.818336,2025-10-06T22:19:45.818336
143,customer143@example.com,hash_cd2caba847734caba938868996e436b5,FirstName143,LastName143,+1555000143,2000-12-24,4780,TRUE,2024-09-27T04:54:28.818336,2025-09-25T01:23:39.818336
144,customer144@example.com,hash_2eda674d20984da0857c6576a1de8491,FirstName144,LastName144,+1555000144,1968-08-11,1976,TRUE,2025-05-30T15:10:57.818336,2025-12-25T08:57:24.818336
145,customer145@example.com,hash_be821e5fe99c43ac9a940963c02838cf,FirstName145,LastName145,+1555000145,1997-08-20,4236,TRUE,2024-10-08T04:17:04.818336,2026-05-05T20:30:04.818336
146,customer146@example.com,hash_39aff0e76d2c48e8ab5a96dab11c09e9,FirstName146,LastName146,+1555000146,1989-06-05,3223,TRUE,2026-01-24T15:19:36.818336,2026-05-09T03:33:59.818336
147,customer147@example.com,hash_581c8aafc7b3497d9d9fa1134f1e7798,FirstName147,LastName147,+1555000147,1989-09-09,4974,TRUE,2025-08-31T19:25:42.818336,2025-10-24T00:50:13.818336
148,customer148@example.com,hash_8b8a8131e247476599b6a049ed783824,FirstName148,LastName148,+1555000148,1985-08-13,4871,TRUE,2025-05-24T11:34:51.818336,2025-07-04T23:19:31.818336
149,customer149@example.com,hash_81cc83d27ebe41b4b7859c694c6245a2,FirstName149,LastName149,+1555000149,1960-03-10,1393,TRUE,2024-10-21T22:22:37.818336,2026-07-30T01:52:37.818336
150,customer150@example.com,hash_0a7a4941ba8041ca8effbb8fec51b6c0,FirstName150,LastName150,+1555000150,1997-09-29,1778,TRUE,2025-03-23T05:30:39.818336,2025-12-23T00:49:14.818336
151,customer151@example.com,hash_ae3ee7ff5d3248078cf218961b4acc05,FirstName151,LastName151,+1555000151,1989-03-31,2688,TRUE,2026-09-13T14:45:22.818336,2026-09-15T08:07:16.818336
152,customer152@example.com,hash_36f7e0cdc43a41d8b40917ad69c03b8c,FirstName152,LastName152,+1555000152,1990-10-18,3388,TRUE,2024-10-17T17:49:35.818336,2026-02-26T20:08:10.818336
153,customer153@example.com,hash_5552691e4edc4e919601cd25be0d6839,FirstName153,LastName153,+1555000153,1982-11-27,633,TRUE,2025-06-14T10:36:54.818336,2025-09-16T19:13:44.818336
154,customer154@example.com,hash_514e3143658346b0be06a5adae724ab9,FirstName154,LastName154,+1555000154,1986-01-26,944,TRUE,2026-04-24T19:16:46.818336,2026-07-24T20:32:52.818336
155,customer155@example.com,hash_3bca8af65b7949b89c1ff6ca8c1782e9,FirstName155,LastName155,+1555000155,1975-04-08,2295,TRUE,2026-04-06T06:16:05.818336,2026-08-18T09:36:53.818336
156,customer156@example.com,hash_51c7ab7cdb7a4d0e94b80cdfda06e80e,FirstName156,LastName156,+1555000156,1999-11-22,4829,TRUE,2024-12-31T23:58:51.818336,2026-01-03T01:32:43.818336
157,customer157@example.com,hash_73cf19c5154b490db287a710c4fef711,FirstName157,LastName157,+1555000157,1961-10-31,2620,TRUE,2024-11-17T03:22:42.818336,2026-05-30T00:37:57.818336
158,customer158@example.com,hash_fa0202ba4f1a4f5ab0410db590a19019,FirstName158,LastName158,+1555000158,1994-02-21,4887,TRUE,2025-05-04T23:33:57.818336,2025-09-18T07:08:45.818336
159,customer159@example.com,hash_10ca301ca50d41958f5a676558aeb0d2,FirstName159,LastName159,+1555000159,1982-11-22,1006,TRUE,2024-09-25T22:45:21.818336,2024-10-20T01:54:32.818336
160,customer160@example.com,hash_7487262fb13849049486be1f8f1bcc8c,FirstName160,LastName160,+1555000160,1994-12-29,3807,TRUE,2025-03-01T16:56:43.818336,2025-12-30T07:09:48.818336
161,customer161@example.com,hash_ae7194ee9a374d61830078a769986ecd,FirstName161,LastName161,+1555000161,1970-05-26,4473,TRUE,2025-05-09T23:07:26.818336,2026-08-13T08:37:15.818336
162,customer162@example.com,hash_895357aa9dfe417e92d2768ca72ea8bd,FirstName162,LastName162,+1555000162,2001-02-28,217,TRUE,2026-07-23T01:19:41.818336,2026-07-25T00:05:59.818336
163,customer163@example.com,hash_c473fc1731e141b3b92d2122d861c758,FirstName163,LastName163,+1555000163,1957-02-13,1689,TRUE,2025-08-04T08:47:29.818336,2026-02-20T03:43:45.818336
164,customer164@example.com,hash_38eba9b6e70940d9abc7bdae11b4ec93,FirstName164,LastName164,+1555000164,1970-10-17,3087,TRUE,2026-05-09T21:54:30.818336,2026-06-21T21:23:42.818336
165,customer165@example.com,hash_074428cf95ea4a189ab37713ada712a8,FirstName165,LastName165,+1555000165,1956-10-29,3875,TRUE,2024-11-22T21:29:59.818336,2025-12-07T04:24:49.818336
166,customer166@example.com,hash_ed41bf450f4049e182a960ef3e84d2f9,FirstName166,LastName166,+1555000166,1974-03-17,2847,TRUE,2026-04-06T00:57:15.818336,2026-08-06T08:14:29.818336
167,customer167@example.com,hash_cbee13473aaa4e9d99ef76d9dc7729c9,FirstName167,LastName167,+1555000167,1972-11-26,3392,TRUE,2025-05-11T16:59:57.818336,2025-06-09T09:26:18.818336
168,customer168@example.com,hash_c1ee5adb6d784ef78fe22d1ee68f6a69,FirstName168,LastName168,+1555000168,1959-08-19,4667,TRUE,2026-03-09T05:02:39.818336,2026-03-24T08:19:50.818336
169,customer169@example.com,hash_23bc2dd17ba0464ca177aa9e73b4b731,FirstName169,LastName169,+1555000169,1985-11-27,831,TRUE,2024-10-02T06:07:03.818336,2025-03-14T02:41:35.818336
170,customer170@example.com,hash_196ae06fead44a67ab099a4c8226f347,FirstName170,LastName170,+1555000170,1982-12-17,2795,TRUE,2025-01-16T01:00:05.818336,2026-02-19T14:27:46.818336
171,customer171@example.com,hash_daec2ac61c4749fda63fb3247ede1889,FirstName171,LastName171,+1555000171,1964-10-29,984,TRUE,2024-12-08T07:45:56.818336,2026-08-03T22:11:35.818336
172,customer172@example.com,hash_959df928b55244c2bb3ee16d83821c3d,FirstName172,LastName172,+1555000172,1993-02-14,4154,TRUE,2026-03-31T14:17:40.818336,2026-05-25T20:58:12.818336
173,customer173@example.com,hash_0469656b078a4d1696dbc7adac81ab09,FirstName173,LastName173,+1555000173,1995-10-17,4633,TRUE,2025-02-14T15:39:29.818336,2025-02-15T02:15:00.818336
174,customer174@example.com,hash_bacef579636442269c7423a93c84123c,FirstName174,LastName174,+1555000174,2005-02-22,2603,TRUE,2026-01-20T10:03:02.818336,2026-05-23T13:16:43.818336
175,customer175@example.com,hash_aaa250e9651f4ed08c3fe9ebf1feb7c0,FirstName175,LastName175,+1555000175,1993-04-01,3345,TRUE,2026-07-28T16:41:32.818336,2026-07-30T18:10:35.818336
176,customer176@example.com,hash_098cf0d48316436b9ba3bf2872f290e0,FirstName176,LastName176,+1555000176,1982-10-31,3541,TRUE,2026-03-14T15:01:17.818336,2026-07-07T15:40:21.818336
177,customer177@example.com,hash_f870c1bc85d8402290a384712ca03efc,FirstName177,LastName177,+1555000177,1964-10-05,2443,TRUE,2025-10-19T14:27:15.818336,2026-06-02T21:53:30.818336
178,customer178@example.com,hash_cf3e61895f0a47b8b9bbdd63d5cf71c7,FirstName178,LastName178,+1555000178,1985-03-30,3727,TRUE,2025-10-13T17:40:14.818336,2026-08-05T14:31:51.818336
179,customer179@example.com,hash_62b7fafcaf314f7aa1efbcadc752f0f2,FirstName179,LastName179,+1555000179,1977-08-07,545,TRUE,2026-04-06T20:27:45.818336,2026-04-10T09:41:40.818336
180,customer180@example.com,hash_e07e976801674b49aee85edddfba06a2,FirstName180,LastName180,+1555000180,1986-07-19,445,TRUE,2024-11-05T21:04:28.818336,2025-01-13T01:50:06.818336
181,customer181@example.com,hash_87a18bc714db40e9b3fc0e3ad87cf551,FirstName181,LastName181,+1555000181,1988-07-14,1353,TRUE,2025-02-16T00:34:39.818336,2025-12-10T20:32:40.818336
182,customer182@example.com,hash_6f1cee0b71d242da9c56d77bf3c665e3,FirstName182,LastName182,+1555000182,1999-03-19,3004,TRUE,2026-03-14T06:17:02.818336,2026-04-10T13:31:36.818336
183,customer183@example.com,hash_b3f808516adc41399e209eda2953d003,FirstName183,LastName183,+1555000183,1996-12-25,4703,TRUE,2026-01-29T19:25:40.818336,2026-04-19T16:58:25.818336
184,customer184@example.com,hash_f5ae928859a9410abb6490f5029e896b,FirstName184,LastName184,+1555000184,2007-05-27,4786,TRUE,2025-11-26T22:08:53.818336,2026-03-08T16:20:24.818336
185,customer185@example.com,hash_4d29dcef6ec9402c8d130da3fa4de8a9,FirstName185,LastName185,+1555000185,1971-04-02,4494,TRUE,2024-09-24T02:00:44.818336,2025-07-06T07:44:00.818336
186,customer186@example.com,hash_2b3a905f5cbb492dba2cd56072dcc20f,FirstName186,LastName186,+1555000186,1968-03-09,257,TRUE,2025-06-12T01:25:42.818336,2026-09-08T08:03:52.818336
187,customer187@example.com,hash_616ef95fc8844430821c3aecfa786c29,FirstName187,LastName187,+1555000187,1992-09-09,3204,TRUE,2025-08-11T11:41:26.818336,2026-01-21T21:15:40.818336
188,customer188@example.com,hash_c01546cc203c4d9189b605e96d673730,FirstName188,LastName188,+1555000188,2000-07-20,4428,TRUE,2026-04-12T00:46:45.818336,2026-07-12T12:51:47.818336
189,customer189@example.com,hash_dd4fb83a309547afbd8359ecba6af1a8,FirstName189,LastName189,+1555000189,1988-09-09,4142,TRUE,2026-07-02T07:01:28.818336,2026-08-15T17:20:51.818336
190,customer190@example.com,hash_ef6067265874428791a7c6f86d6bbc7e,FirstName190,LastName190,+1555000190,2004-03-29,4357,TRUE,2026-04-19T08:18:44.818336,2026-08-08T03:20:16.818336
191,customer191@example.com,hash_1618d53dda124ff986bd7918b8392186,FirstName191,LastName191,+1555000191,1996-02-05,2234,TRUE,2025-12-11T21:51:59.818336,2026-03-15T23:30:55.818336
192,customer192@example.com,hash_2dac0569b3214998bce61d24686d0c98,FirstName192,LastName192,+1555000192,1959-07-16,193,TRUE,2025-06-24T06:23:38.818336,2025-11-12T08:11:55.818336
193,customer193@example.com,hash_53f4c10c48644dc692214a9daeff33ac,FirstName193,LastName193,+1555000193,1992-12-27,726,TRUE,2026-07-09T10:11:48.818336,2026-08-18T08:56:30.818336
194,customer194@example.com,hash_dd5fa3ca59f34f79884ec2b24980b79b,FirstName194,LastName194,+1555000194,1972-12-14,2601,TRUE,2024-10-23T10:32:31.818336,2026-01-24T17:14:51.818336
195,customer195@example.com,hash_1257ba42399145e2b5b566655d916adc,FirstName195,LastName195,+1555000195,1988-10-30,922,TRUE,2025-03-28T06:19:39.818336,2026-08-15T10:41:33.818336
196,customer196@example.com,hash_5e48b0e1bd93433ca310930ac3845092,FirstName196,LastName196,+1555000196,2006-08-25,563,TRUE,2025-08-24T16:04:26.818336,2026-05-31T03:43:26.818336
197,customer197@example.com,hash_a426d7e21f6f45759beb65a96dd52d04,FirstName197,LastName197,+1555000197,1971-12-24,3131,TRUE,2025-11-05T10:05:42.818336,2026-04-05T15:17:49.818336
198,customer198@example.com,hash_29e248d43f67473186f3c60482f8a30d,FirstName198,LastName198,+1555000198,1989-05-30,636,TRUE,2024-11-22T00:09:27.818336,2025-11-24T10:52:51.818336
199,customer199@example.com,hash_6cf425e2d88f459d920b8b4f1695b74f,FirstName199,LastName199,+1555000199,1964-12-10,559,TRUE,2025-10-31T21:53:40.818336,2026-09-11T11:57:57.818336
200,customer200@example.com,hash_6fcffa41eaf648f4b832965862a6f91d,FirstName200,LastName200,+1555000200,1959-04-11,2229,TRUE,2025-06-29T17:21:00.818336,2025-10-03T14:00:22.818336
